0.000000000000000000e+00 -6.565899431134321063e-01
2.000000000000000042e-02 -1.035646645964853896e+00
4.000000000000000083e-02 -1.009533128418251602e+00
5.999999999999999778e-02 -7.654590272223901204e-01
8.000000000000000167e-02 -6.199435340790708793e-01
1.000000000000000056e-01 -4.829734397179158423e-01
1.199999999999999956e-01 -7.319514326287519523e-01
1.400000000000000133e-01 -8.512415446750282166e-01
1.600000000000000033e-01 -7.222361359821065641e-01
1.799999999999999933e-01 -6.266770891082459327e-01
2.000000000000000111e-01 -4.994255373217670879e-01
2.200000000000000011e-01 -8.459112712171705795e-01
2.399999999999999911e-01 -9.524532279774362564e-01
2.600000000000000089e-01 -4.763607985507953280e-01
2.800000000000000266e-01 -8.009213600798299471e-01
2.999999999999999889e-01 -2.773919415551338585e-01
3.200000000000000067e-01 -7.202949750174477694e-01
3.400000000000000244e-01 -5.152515702816090615e-01
3.599999999999999867e-01 -3.350110279706309813e-01
3.800000000000000044e-01 -4.997441212208163508e-01
4.000000000000000222e-01 -2.483296956563523505e-01
4.199999999999999845e-01 -1.630027629663310940e-01
4.400000000000000022e-01 -3.269822149063134065e-01
4.600000000000000200e-01 -1.033501750954645415e-01
4.799999999999999822e-01 1.796489410988119650e-01
5.000000000000000000e-01 -6.214761252031619082e-02
5.200000000000000178e-01 1.795992713053831125e-01
5.400000000000000355e-01 1.807182362074326865e-01
5.600000000000000533e-01 1.550416085974017089e-01
5.799999999999999600e-01 2.188310072480730839e-01
5.999999999999999778e-01 6.596806350883781533e-01
6.199999999999999956e-01 3.890052896681518435e-01
6.400000000000000133e-01 3.646047870505259025e-01
6.600000000000000311e-01 6.086029947876377966e-01
6.800000000000000488e-01 5.490669861946696484e-01
7.000000000000000666e-01 7.538930487000198299e-01
7.199999999999999734e-01 6.905110761496560112e-01
7.399999999999999911e-01 1.097960797445410197e+00
7.600000000000000089e-01 1.233601324980918346e+00
7.800000000000000266e-01 1.407636645245058604e+00
8.000000000000000444e-01 1.292429889835727597e+00
8.200000000000000622e-01 1.695494965334489068e+00
8.399999999999999689e-01 1.293055089792327195e+00
8.599999999999999867e-01 1.907137436522069018e+00
8.800000000000000044e-01 1.998004500267440919e+00
9.000000000000000222e-01 2.069946249870476152e+00
9.200000000000000400e-01 1.693052874950614850e+00
9.400000000000000577e-01 2.483445920245104244e+00
9.599999999999999645e-01 2.304055350013858749e+00
9.799999999999999822e-01 2.569828642834287358e+00
1.000000000000000000e+00 2.746550938122818142e+00
1.020000000000000018e+00 2.981337014543219865e+00
1.040000000000000036e+00 3.077519397808545332e+00
1.060000000000000053e+00 3.622665151274747863e+00
1.080000000000000071e+00 3.580088283876125210e+00
1.100000000000000089e+00 3.965638418215923000e+00
1.120000000000000107e+00 4.207701296092853482e+00
1.140000000000000124e+00 4.006248964277214775e+00
1.159999999999999920e+00 4.279454954030460279e+00
1.179999999999999938e+00 4.114958957546736684e+00
1.199999999999999956e+00 4.583394600432477262e+00
1.219999999999999973e+00 5.270445936885114868e+00
1.239999999999999991e+00 5.291826660007920680e+00
1.260000000000000009e+00 5.097680585457606384e+00
1.280000000000000027e+00 5.493426342221295222e+00
1.300000000000000044e+00 5.349352556222229715e+00
1.320000000000000062e+00 5.379554677750323144e+00
1.340000000000000080e+00 5.634403567782488409e+00
1.359999999999999876e+00 6.003536028657364021e+00
1.379999999999999893e+00 6.091258379562190406e+00
1.399999999999999911e+00 6.057966089835337797e+00
1.419999999999999929e+00 5.916436821953571013e+00
1.439999999999999947e+00 6.222063555347892461e+00
1.459999999999999964e+00 6.135591433956618879e+00
1.479999999999999982e+00 6.538692174580305050e+00
1.500000000000000000e+00 6.305637746574086933e+00
1.520000000000000018e+00 6.227923578709933849e+00
1.540000000000000036e+00 6.391438585348945267e+00
1.560000000000000053e+00 6.414480654423184269e+00
1.580000000000000071e+00 6.577093519057567228e+00
1.600000000000000089e+00 6.502490407624315516e+00
1.620000000000000107e+00 6.432986507715570568e+00
1.640000000000000124e+00 6.950528762207871303e+00
1.660000000000000142e+00 6.748533150368362321e+00
1.680000000000000160e+00 7.207330222033464295e+00
1.700000000000000178e+00 6.799326880417383201e+00
1.719999999999999973e+00 7.305662266258805992e+00
1.739999999999999991e+00 6.850562326102818567e+00
1.760000000000000009e+00 6.978574437950587850e+00
1.780000000000000027e+00 6.922484240452271287e+00
1.800000000000000044e+00 7.030174582076671008e+00
1.820000000000000062e+00 7.237605579057182048e+00
1.839999999999999858e+00 6.879462495332600014e+00
1.859999999999999876e+00 6.911882947602932425e+00
1.879999999999999893e+00 7.091189141995347889e+00
1.899999999999999911e+00 7.031028489102016721e+00
1.919999999999999929e+00 6.964995416337889544e+00
1.939999999999999947e+00 7.320086392864717517e+00
1.959999999999999964e+00 7.281553302894476332e+00
1.979999999999999982e+00 7.213256129702397601e+00
